case_id,image_path,case_type,bucket,error_type,tags,energy_in_gt_box,energy_in_pred_box,peak_inside_gt_box,saliency_concentration,overlay_path,crop_path,visual_evidence_quality,saliency_alignment,failure_cause_hypothesis,label_quality,recommended_action,reviewer_notes
tp_0106,data/YOLO_format/images/test/S271_Image__2025-11-17__11-12-57_dark_3_crop_2.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.45768120884895325,0.4539647698402405,True,0.566105,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0106__S271_Image__2025-11-17__11-12-57_dark_3_crop_2.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0106__S271_Image__2025-11-17__11-12-57_dark_3_crop_2.jpg,,,,,,
tp_0049,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_dark_2_crop_2.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.023665541782975197,0.03724724426865578,False,0.466445,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0049__S218_Image__2025-06-06__12-54-26_dark_2_crop_2.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0049__S218_Image__2025-06-06__12-54-26_dark_2_crop_2.jpg,,,,,,
tp_0053,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_dark_3_crop_1.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.03392457962036133,0.04022950679063797,True,0.320235,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0053__S218_Image__2025-06-06__12-54-26_dark_3_crop_1.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0053__S218_Image__2025-06-06__12-54-26_dark_3_crop_1.jpg,,,,,,
tp_0074,data/YOLO_format/images/test/S230_Image__2025-11-05__13-40-27_dark_3_crop_6.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.03243114426732063,0.03283641114830971,False,0.245727,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0074__S230_Image__2025-11-05__13-40-27_dark_3_crop_6.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0074__S230_Image__2025-11-05__13-40-27_dark_3_crop_6.jpg,,,,,,
tp_0005,data/YOLO_format/images/test/S110_Image__2025-09-22__14-29-19_bright_2_crop_8.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.033705934882164,0.03244628384709358,False,0.236464,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0005__S110_Image__2025-09-22__14-29-19_bright_2_crop_8.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0005__S110_Image__2025-09-22__14-29-19_bright_2_crop_8.jpg,,,,,,
tp_0051,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_dark_2_crop_6.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.017381079494953156,0.023384224623441696,False,0.23373,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0051__S218_Image__2025-06-06__12-54-26_dark_2_crop_6.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0051__S218_Image__2025-06-06__12-54-26_dark_2_crop_6.jpg,,,,,,
tp_0113,data/YOLO_format/images/test/S271_Image__2025-11-17__11-14-43_bright_3_crop_7.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.018143419176340103,0.02232726849615574,False,0.168252,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0113__S271_Image__2025-11-17__11-14-43_bright_3_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0113__S271_Image__2025-11-17__11-14-43_bright_3_crop_7.jpg,,,,,,
tp_0062,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_dark_4_crop_7.jpg,true_positive_proxy,tp_high_evidence,reference_true_positive,true_positive_proxy|tp_high_evidence|near_threshold|eigencam,0.004747249186038971,0.004260053392499685,False,0.222717,artifacts/xai_evidence_chipped/overlays/eigencam__true_positive_proxy__tp_0062__S218_Image__2025-06-06__12-54-26_dark_4_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__true_positive_proxy__tp_0062__S218_Image__2025-06-06__12-54-26_dark_4_crop_7.jpg,,,,,,
error_0041,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.0009727700962685049,,False,0.140031,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0041__S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0041__S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,,,,,,
error_0013,data/YOLO_format/images/test/S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.0010034827282652259,,False,0.161794,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0013__S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0013__S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,,,,,,
error_0035,data/YOLO_format/images/test/S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,2.6917557988781482e-05,,False,0.168112,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0035__S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0035__S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,,,,,,
error_0033,data/YOLO_format/images/test/S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.0004614302306436002,,False,0.172287,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0033__S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0033__S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,,,,,,
error_0020,data/YOLO_format/images/test/S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.005107122007757425,0.027467427775263786,False,0.161676,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0020__S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0020__S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,,,,,,
error_0003,data/YOLO_format/images/test/S110_Image__2025-09-22__14-27-01_dark_2_crop_6.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.004854143131524324,,False,0.179983,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0003__S110_Image__2025-09-22__14-27-01_dark_2_crop_6.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0003__S110_Image__2025-09-22__14-27-01_dark_2_crop_6.jpg,,,,,,
error_0025,data/YOLO_format/images/test/S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.006175463553518057,0.03176337108016014,False,0.17726,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0025__S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0025__S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,,,,,,
error_0061,data/YOLO_format/images/test/S230_Image__2025-11-05__13-37-47_bright_2_crop_4.jpg,false_negative,fn_low_evidence,missed_detection,false_negative|fn_low_evidence|eigencam,0.010168815962970257,,False,0.1846,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0061__S230_Image__2025-11-05__13-37-47_bright_2_crop_4.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0061__S230_Image__2025-11-05__13-37-47_bright_2_crop_4.jpg,,,,,,
error_0028,data/YOLO_format/images/test/S131_Image__2025-09-23__14-20-15_dark_2_crop_8.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.005673991981893778,0.14131999015808105,False,0.353998,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0028__S131_Image__2025-09-23__14-20-15_dark_2_crop_8.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0028__S131_Image__2025-09-23__14-20-15_dark_2_crop_8.jpg,,,,,,
error_0025,data/YOLO_format/images/test/S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.006175463553518057,0.03176337108016014,False,0.17726,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0025__S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0025__S131_Image__2025-09-23__14-20-15_dark_2_crop_6.jpg,,,,,,
error_0020,data/YOLO_format/images/test/S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.005107122007757425,0.027467427775263786,False,0.161676,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0020__S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0020__S131_Image__2025-09-23__14-18-52_bright_2_crop_8.jpg,,,,,,
error_0035,data/YOLO_format/images/test/S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,2.6917557988781482e-05,,False,0.168112,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0035__S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0035__S177_Image__2025-09-10__15-30-46_dark_2_crop_7.jpg,,,,,,
error_0033,data/YOLO_format/images/test/S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.0004614302306436002,,False,0.172287,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0033__S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0033__S177_Image__2025-09-10__15-30-46_dark_2_crop_2.jpg,,,,,,
error_0060,data/YOLO_format/images/test/S230_Image__2025-11-05__13-37-47_bright_2_crop_3.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.0005275875446386635,,False,0.419627,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0060__S230_Image__2025-11-05__13-37-47_bright_2_crop_3.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0060__S230_Image__2025-11-05__13-37-47_bright_2_crop_3.jpg,,,,,,
error_0041,data/YOLO_format/images/test/S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.0009727700962685049,,False,0.140031,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0041__S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0041__S218_Image__2025-06-06__12-54-26_bright_3_crop_7.jpg,,,,,,
error_0013,data/YOLO_format/images/test/S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,false_negative,fn_misaligned_evidence,missed_detection,false_negative|fn_misaligned_evidence|eigencam,0.0010034827282652259,,False,0.161794,artifacts/xai_evidence_chipped/overlays/eigencam__false_negative__error_0013__S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_negative__error_0013__S131_Image__2025-09-23__14-18-52_bright_2_crop_4.jpg,,,,,,
error_0051,data/YOLO_format/images/test/S230_Image__2025-11-05__13-34-48_bright_1_crop_9.jpg,false_positive,fp_background_like_evidence,background_or_spurious_detection,false_positive|fp_background_like_evidence|eigencam,0.02233404479920864,0.009900104254484177,False,0.542697,artifacts/xai_evidence_chipped/overlays/eigencam__false_positive__error_0051__S230_Image__2025-11-05__13-34-48_bright_1_crop_9.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_positive__error_0051__S230_Image__2025-11-05__13-34-48_bright_1_crop_9.jpg,,,,,,
error_0151,data/YOLO_format/images/test/S68_Image__2025-09-08__11-16-31_dark_3_crop_8.jpg,false_positive,fp_background_like_evidence,background_or_spurious_detection,false_positive|fp_background_like_evidence|eigencam,0.0022973159793764353,0.00510024931281805,False,0.455255,artifacts/xai_evidence_chipped/overlays/eigencam__false_positive__error_0151__S68_Image__2025-09-08__11-16-31_dark_3_crop_8.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_positive__error_0151__S68_Image__2025-09-08__11-16-31_dark_3_crop_8.jpg,,,,,,
error_0132,data/YOLO_format/images/test/S271_Image__2025-11-17__11-18-06_dark_4_crop_2.jpg,false_positive,fp_background_like_evidence,background_or_spurious_detection,false_positive|fp_background_like_evidence|eigencam,0.030700400471687317,0.028285369277000427,False,0.470081,artifacts/xai_evidence_chipped/overlays/eigencam__false_positive__error_0132__S271_Image__2025-11-17__11-18-06_dark_4_crop_2.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_positive__error_0132__S271_Image__2025-11-17__11-18-06_dark_4_crop_2.jpg,,,,,,
error_0124,data/YOLO_format/images/test/S271_Image__2025-11-17__11-16-07_bright_4_crop_4.jpg,false_positive,fp_background_like_evidence,background_or_spurious_detection,false_positive|fp_background_like_evidence|eigencam,0.350016325712204,0.13182798027992249,True,0.426537,artifacts/xai_evidence_chipped/overlays/eigencam__false_positive__error_0124__S271_Image__2025-11-17__11-16-07_bright_4_crop_4.jpg,artifacts/xai_evidence_chipped/crops/eigencam__false_positive__error_0124__S271_Image__2025-11-17__11-16-07_bright_4_crop_4.jpg,,,,,,
